	pred_ind	arg_ind	tokenized	label
779	24	26	( I know , ignorant question ) Then why call them , or any other phonies ' Christians ' , even if they themselves claim the appellation .	INSTRUMENT
780	1	0	They want to be identified as ' Christians ' , and I fully suspect that for some of them , the motivation behind their subterfuge is more than mere political advantage , and has a lot more to do with the black magician 's practice of the inversion principle .	AGENT
781	13	11	They want to be identified as ' Christians ' , and I fully suspect that for some of them , the motivation behind their subterfuge is more than mere political advantage , and has a lot more to do with the black magician 's practice of the inversion principle .	AGENT
782	1	0	We need to be more ' rigorous ' about how we perceive these people .	NONE
783	11	10	We need to be more ' rigorous ' about how we perceive these people .	AGENT
784	11	13	We need to be more ' rigorous ' about how we perceive these people .	NONE
785	20	1	Almost all of the avant guard art movements of the early 20th Century ( except for Italian Futurism ) were labeled ' degenerate ' by the National Socialists .	FORCES
786	20	27	Almost all of the avant guard art movements of the early 20th Century ( except for Italian Futurism ) were labeled ' degenerate ' by the National Socialists .	MANNER
787	5	3	The German Expressionist movement was destroyed as a result .	PATIENT
788	5	8	The German Expressionist movement was destroyed as a result .	NONE
789	1	0	"They trust you and me to be befuddled by their actions , while they "" do as they wilt . """	AGENT
790	1	2	"They trust you and me to be befuddled by their actions , while they "" do as they wilt . """	AGENT
791	2	1	My point is that these are all just questions and I am undecided as to the answers .	FORCES
792	1	0	Balance died in 2004 after a ' fall . '	NONE
793	1	3	Balance died in 2004 after a ' fall . '	NONE
794	1	7	Balance died in 2004 after a ' fall . '	MANNER
795	1	0	He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners .	AGENT
796	1	3	He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners .	PATIENT
797	1	6	He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners .	MANNER
798	18	22	He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners .	PATIENT
799	7	1	5 kg per gun , 200,000 guns means 1000 tonnes , impossible for 4 containers .	NONE
800	7	9	5 kg per gun , 200,000 guns means 1000 tonnes , impossible for 4 containers .	FORCES
801	2	1	""" I am , therefore I think "" :)"	NONE
802	2	0	I was amazed at the spiel they delivered .	AGENT
803	2	5	I was amazed at the spiel they delivered .	NONE
804	7	6	I was amazed at the spiel they delivered .	AGENT
805	1	0	I resisted asking any questions that would have required either of them to think .	AGENT
806	8	4	I resisted asking any questions that would have required either of them to think .	FORCES
807	8	9	I resisted asking any questions that would have required either of them to think .	NONE
808	1	0	I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .	AGENT
809	3	6	I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .	NONE
810	18	20	I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .	FORCES
811	27	28	I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .	NONE
812	30	32	I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .	INSTRUMENT
813	1	3	It boggles the mind that ANYONE can take at face value Bush 's claims to be a christian , yet many seem to do just that .	PATIENT
814	21	20	It boggles the mind that ANYONE can take at face value Bush 's claims to be a christian , yet many seem to do just that .	FORCES
815	1	0	"I seem to remember something about ' by their works shall ye know them . """	AGENT
816	3	4	"I seem to remember something about ' by their works shall ye know them . """	FORCES
817	1	0	I have nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle .	AGENT
818	1	2	I have nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle .	FORCES
819	8	6	I have nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle .	AGENT
820	1	0	I guess those guns will be located enroute to Venezuela or found in storage there by one of the US 's local stooges and they then have a pretext to ramp the spin up a notch or two .	AGENT
821	6	3	I guess those guns will be located enroute to Venezuela or found in storage there by one of the US 's local stooges and they then have a pretext to ramp the spin up a notch or two .	FORCES
822	30	32	I guess those guns will be located enroute to Venezuela or found in storage there by one of the US 's local stooges and they then have a pretext to ramp the spin up a notch or two .	PATIENT
823	1	0	I prefer to devote most of my remarks to the broader picture of the region and its place in world events .	AGENT
824	3	4	I prefer to devote most of my remarks to the broader picture of the region and its place in world events .	INSTRUMENT
825	1	0	I refer to the entire area between Pakistan and Morocco , which is predominantly Arab , predominantly Moslem , but includes many non-Arab and also significant non-Moslem minorities .	AGENT
826	1	5	I refer to the entire area between Pakistan and Morocco , which is predominantly Arab , predominantly Moslem , but includes many non-Arab and also significant non-Moslem minorities .	MANNER
827	20	27	I refer to the entire area between Pakistan and Morocco , which is predominantly Arab , predominantly Moslem , but includes many non-Arab and also significant non-Moslem minorities .	NONE
828	3	12	Yes , there is a 100 year - old Israeli - Arab conflict , but it is not where the main show is .	FORCES
829	3	1	The millions who died in the Iran - Iraq war had nothing to do with Israel .	PATIENT
830	10	1	The millions who died in the Iran - Iraq war had nothing to do with Israel .	NONE
831	10	11	The millions who died in the Iran - Iraq war had nothing to do with Israel .	NONE
832	15	13	The mass murder happening right now in Sudan , where the Arab Moslem regime is massacring its black Christian citizens , has nothing to do with Israel .	AGENT
833	15	19	The mass murder happening right now in Sudan , where the Arab Moslem regime is massacring its black Christian citizens , has nothing to do with Israel .	PATIENT
834	21	2	The mass murder happening right now in Sudan , where the Arab Moslem regime is massacring its black Christian citizens , has nothing to do with Israel .	FORCES
835	21	22	The mass murder happening right now in Sudan , where the Arab Moslem regime is massacring its black Christian citizens , has nothing to do with Israel .	INSTRUMENT
